E1,E2 (A),E2 (B),E2 (C),E2 (D),E3,E4,E5 (A),E5 (B),E6 (A),E6 (B),E7,E8,E9,E10,E11
0,100,0,0,24.82758621,0,58.2781457,8.139534884,30.23255814,100,80,0,0,80,0,100
0,100,0,0,62.34567901,58.38509317,16.94915254,0,0,100,79.0960452,85.71428571,0,0,100,100
0,100,0,12.5,65.51724138,0,100,100,55,100,80.95238095,100,60,75,100,100
0,100,62.06896552,41.91176471,0,0,68.49315068,50.56818182,59.50920245,100,45.76271186,0,0,0,100,100
0,100,0,0,0,50.29239766,71.18644068,57.95454545,25.3968254,100,100,80,60,83.33333333,100,100
9.411764706,100,0,0,83.11688312,81.14754098,100,72.18045113,73.07692308,100,81.06060606,75,66.66666667,75,100,100
42.96296296,100,20.38216561,0,57.03703704,29.6969697,60,0,6.25,100,52.12121212,0,60,83.33333333,100,100
0,100,0,5.681818182,0,0,75,55.63909774,66.16541353,100,34.4,100,66.66666667,0,50,100
48.5915493,100,0,41.25874126,25.46583851,0,47.79411765,40,56.32183908,100,100,83.33333333,60,100,100,100
0,100,33.52272727,24.48979592,0,0,73.56321839,66.66666667,38.65546218,100,100,66.66666667,60,83.33333333,100,100
0,100,0,27.53623188,52.81690141,23.91304348,100,72.44094488,40.26845638,100,73.71794872,83.33333333,75,100,50,100
0,100,0,81.74603175,0,7.894736842,58.82352941,60,7.246376812,100,39.02439024,100,66.66666667,80,100,100
0,100,0,0,0,0,17.64705882,78.48101266,0,100,100,85.71428571,0,0,100,100
30.53435115,100,69.29133858,0,0,0,78.33333333,66.66666667,0,100,71.42857143,88.88888889,71.42857143,87.5,100,100
0,100,0,0,0,0,50,29.75206612,38.4180791,100,74.78991597,80,60,100,100,100
0,0,0,7.627118644,52.83018868,0,64.28571429,0,48.95104895,0,72.2972973,60,66.66666667,71.42857143,85.71428571,60
17.34104046,100,0,69.74789916,13.87283237,48.8372093,75.40983607,34.35114504,93.5483871,100,60,100,71.42857143,100,50,100
71.42857143,12.92517007,0,0,31.73652695,99.39393939,0,0,0,0,35,75,0,0,100,87.5
20.13422819,100,0,0,0,0,67.37588652,71.42857143,0,100,68.93939394,0,71.42857143,80,100,100
0,100,0,69.87951807,0,0,100,72.34042553,66.66666667,100,100,100,100,100,47.15909091,100
0,100,0,0,39.05325444,66.10169492,76.24309392,60,20.13888889,100,71.42857143,100,60,75,100,100
42.85714286,100,0,0,0,0,70.85714286,74.45255474,19.35483871,100,60,100,85.71428571,0,100,100
0,63.82978723,0,60.50420168,0,0,0,24.83660131,6.060606061,4.615384615,18.75,66.66666667,75,0,0,60
97.36842105,100,3.164556962,0,0,74.07407407,58.33333333,62.5,0,100,39.64497041,87.5,66.66666667,100,100,100
0,100,66.21621622,93.5483871,0,0,37.95620438,80,0,100,60,100,0,100,100,100
4.958677686,100,39.7515528,0,0,0,100,60,39.3258427,100,100,0,60,100,100,100
64.70588235,100,0,7.878787879,0,0,40,34.93975904,97.36842105,100,56.32911392,0,0,85.71428571,100,100
0,100,50.81967213,0,0,60.50420168,77.3006135,65.14285714,47.82608696,100,100,80,60,100,50,100
0,100,0,62.5,45.14285714,0,51.03448276,66.66666667,0,100,50,0,0,66.66666667,100,100
0,100,0,0,0,66.14173228,100,76.11111111,84.3537415,100,66.66666667,100,60,85.71428571,100,100
0,0,0,0,77.16535433,28.75816993,0,0,70.86092715,60.8,10.6557377,66.66666667,66.66666667,0,60,60
0,100,2.666666667,10.22727273,20,3.007518797,100,0,56.8627451,100,75,66.66666667,0,100,0,100
0,66.66666667,0,0,0,0,0,97.05882353,0,58.97435897,74.07407407,75,0,60,0,66.66666667
41.86046512,46.79487179,0,32.3943662,0,0,0,0,14.96598639,31.81818182,0,60,0,75,100,100
7.042253521,100,19.64285714,0,0,26.19047619,19.11764706,62.12121212,0,100,100,85.71428571,0,80,50,100
13.58024691,0,0,82.70676692,0,0,75,22.56097561,0,0,0,75,66.66666667,100,100,66.66666667
0,100,0,0,77.20588235,62.35955056,66.66666667,70.12195122,61.72839506,100,45.78313253,100,50,100,100,100
0,100,0,0,9.523809524,23.44827586,11.76470588,100,53.84615385,100,34.07407407,100,60,85.71428571,66.66666667,100
0,100,0,0,39.09774436,0,100,100,73.80952381,100,60,100,0,100,0,100
76.8,0,0,0,92.30769231,95.45454545,0,0,12.5,44.69273743,0,60,0,60,0,85.71428571
0,100,0,68.65671642,0,71.18644068,46.03174603,75,94.59459459,100,60,66.66666667,0,83.33333333,100,100
0,100,0,0,0,0,70.76023392,9.558823529,64.82758621,100,50,100,71.42857143,0,100,100
0,96.96969697,0,0,73.61111111,69.87951807,40.55944056,0,0,0,0,0,0,71.42857143,0,0
0,100,0,0,0,76.43312102,74.24242424,100,6.50887574,100,100,80,60,100,100,100
0,0,0,36.19631902,0,0,0,0,1.754385965,0,4.819277108,0,66.66666667,75,50,60
0,100,0,21.53846154,0,0,100,68.6440678,97.43589744,100,62.73291925,66.66666667,0,75,100,100
11.68831169,100,0,0,13.95348837,0,50,100,73.41040462,100,56.66666667,100,0,66.66666667,100,100
0,100,46.70658683,74.12587413,11.72413793,10.96774194,60,100,53.79310345,100,57.86516854,0,0,100,100,100
4.968944099,100,18.60465116,0,22.34636872,0,75,52.38095238,0,100,100,85.71428571,66.66666667,87.5,100,100
0,100,37.01657459,0,0,0,60,0,72.8,100,100,0,0,75,100,100
80,100,0,0,0,25.42372881,66.66666667,66.66666667,0,100,100,66.66666667,66.66666667,0,100,100
31.48148148,0,0,0,0,49.58677686,0,0,0,36.14457831,0,50,71.42857143,0,100,60
0,100,0,0,57.63888889,0,58.95953757,60.9929078,0,100,56.62650602,100,0,66.66666667,100,100
0,0,70.92198582,0,92.30769231,0,48.68421053,0,0,26.61870504,0,75,71.42857143,0,71.42857143,60
0,100,37.20930233,0,51.18110236,0,63.52201258,60,0,100,100,66.66666667,60,85.71428571,100,100
0,100,0,0,0,0,33.55704698,100,0,100,63.15789474,85.71428571,75,0,100,100
10.71428571,100,60.57142857,23.52941176,0,86.48648649,41.49659864,79.62962963,41.22137405,100,100,0,66.66666667,66.66666667,66.66666667,100
11.18012422,23.02158273,0,3.947368421,56.88622754,0,65.51724138,0,58.53658537,58.01526718,38.34586466,60,66.66666667,60,66.66666667,80
88.88888889,100,0,0,0,44.29530201,12.87878788,76.19047619,0,100,60,83.33333333,87.5,75,50,100
0,0,0,24.24242424,21.62162162,0,0,0,0,0,0,60,60,75,0,100
0,100,10.92436975,32.5443787,0,53.10344828,100,14.28571429,0,100,84.39716312,100,66.66666667,100,66.66666667,100
62.5,100,26.38888889,30.88235294,0,0,100,72.88135593,0,100,100,100,60,66.66666667,50,100
62.4,0,12.97709924,28.57142857,0,0,14.61538462,0,87.5,0,0,0,87.5,75,87.5,50
21.37931034,100,0,53.0726257,9.022556391,0,76.33136095,100,0,100,100,83.33333333,60,0,100,100
0,100,0,0,0,5.142857143,66.66666667,69.56521739,60.64516129,100,100,85.71428571,60,85.71428571,50,100
0,100,41.81818182,0,30.81395349,42.14285714,26.2295082,83.33333333,44.8,100,34.01360544,80,60,100,50,100
0,0,56.58914729,0,0,0,25,0,43.60465116,63.12849162,0,87.5,66.66666667,66.66666667,66.66666667,50
0,86.92307692,0,0,33.52272727,0,31.93277311,0,0,0,0,0,75,75,100,87.5
80.83333333,100,0,95.2,0,0,60,60,0,100,67.7852349,75,0,83.33333333,100,100
18.38235294,58.67768595,37.42331288,0,0,0,62.93706294,0,0,63.33333333,5.035971223,0,75,0,0,0
0,0,62.34567901,0,50,0,47.10743802,0,34.96932515,13.74045802,0,0,100,0,66.66666667,87.5
35.77235772,18.84057971,0,0,0,0,0,13.24503311,0,68.53146853,0,71.42857143,0,0,0,0
3.947368421,100,0,0,66.26506024,75.47169811,50,100,0,100,56.44171779,80,60,83.33333333,50,100
0,100,0,79.33884298,57.30994152,0,66.66666667,60,0,100,68.42105263,100,0,0,100,100
0,100,3.184713376,55.41401274,0,0,100,100,0,100,74.80916031,100,0,66.66666667,100,100
0,100,0,0,0,37.19512195,100,12.64367816,23.02158273,100,50,85.71428571,66.66666667,85.71428571,66.66666667,100
0,100,0,0,0,62.13017751,45.91194969,50.95541401,16.10169492,100,50,80,71.42857143,80,0,100
0,100,2.068965517,0,0,0,31.73652695,72.4137931,0,100,100,75,60,87.5,100,100
0,100,0,25.20325203,0,65.64885496,53.71900826,0,65.71428571,100,12.42236025,75,75,75,100,100
54.60122699,100,0,0,45.38461538,26.8907563,71.22302158,79.31034483,0,100,54.74860335,80,60,100,66.66666667,100
35.94771242,100,0,0,33.33333333,0,60,55.26315789,0,100,75,100,0,85.71428571,100,100
45.65217391,100,0,0,0,57.03703704,60,60,0,100,60,100,87.5,0,100,100
63.1147541,100,92.30769231,0,0,0,100,78.52348993,78.74015748,100,100,100,0,100,100,100
0,100,94.44444444,0,27.48091603,39.02439024,40.84507042,45.28301887,14.28571429,100,21.875,66.66666667,0,0,100,100
0,100,0,0,18.45238095,0,63.81578947,70.54794521,22.4137931,100,65.4676259,85.71428571,71.42857143,100,100,100
0,100,0,0,19.31818182,0,77.04918033,100,0,100,38.32335329,87.5,66.66666667,83.33333333,66.66666667,100
12.02531646,100,7.874015748,26.2195122,8.333333333,0,53.59477124,53.75722543,33.33333333,100,83.33333333,100,75,0,100,100
42.85714286,100,6.024096386,4.137931034,0,42.93785311,93.75,67.74193548,0,100,60,75,0,85.71428571,100,100
4.237288136,14.88095238,52.98013245,0,0,0,33.33333333,54.70588235,65.44117647,0,66.66666667,60,0,60,0,60
0,100,0,80.16528926,21.11801242,0,74.14965986,75.97765363,0,100,76.59574468,100,75,80,100,100
41.13475177,0,96.15384615,26.82926829,0,0,0,52.80898876,0,87.5,63.43283582,0,0,66.66666667,80,0
0,100,42.69005848,0,54.48275862,0,66.45962733,52.5974026,0,100,72.35772358,75,60,100,100,100
0,100,0,0,32,97.22222222,66.66666667,50,0,100,95.5801105,66.66666667,71.42857143,0,100,100
0,100,0,3.759398496,0,67.09677419,20.49180328,62.58503401,64.70588235,100,100,80,0,75,100,100
94.59459459,100,0,0,3.370786517,0,60,48.50299401,0,100,53.17919075,0,85.71428571,75,100,100
0,28.46715328,92.85714286,60.58823529,0,0,97.2972973,0,0,0,16.94915254,0,75,100,87.5,0
0,100,0,19.8630137,0,95.45454545,45.39877301,45.51724138,0,100,66.66666667,85.71428571,66.66666667,80,66.66666667,100
0,100,0,26.70807453,9.395973154,14.28571429,100,76.2962963,75,100,27.02702703,80,100,100,100,100
0,100,0,0,70.33898305,0,100,70.86092715,12.5,100,13.17365269,83.33333333,87.5,100,0,100
11.49425287,100,0,77.93103448,35.71428571,37.58389262,51.72413793,33.33333333,0,100,60,80,71.42857143,80,100,100
0,100,0,0,0,0,100,73.91304348,0,100,47.75280899,75,85.71428571,100,100,100
45.37815126,100,0,0,28.57142857,0,72.98850575,53.41614907,0,100,60,75,71.42857143,83.33333333,100,100
0,100,31.39534884,0,21.37931034,23.75690608,42.37288136,52.66666667,4.511278195,100,76.66666667,0,0,75,100,100
0,0,95.27559055,0,76.42857143,0,23.75690608,0,0,51.76470588,0,0,0,66.66666667,71.42857143,0
0,100,0,0,62.33766234,97.14285714,70.1986755,100,84.3537415,100,71.0982659,0,60,100,100,100
0,0,96.2962963,72.72727273,0,40.85365854,0,0,0,6.4,0,0,60,100,100,0
0,0,71.42857143,0,33.33333333,0,28.34645669,83.45864662,25.53191489,0,0,71.42857143,60,71.42857143,71.42857143,66.66666667
30.81395349,100,4.411764706,92.85714286,0,0,55.82822086,30.34482759,0,100,78.53107345,66.66666667,66.66666667,87.5,100,100
0,0,0,76.96969697,3.870967742,35.61643836,6.451612903,40,0,0,59.84251969,60,60,0,0,0
0,100,0,0,3.225806452,0,24.66666667,73.97260274,0,100,32.8,80,66.66666667,0,100,100
0,100,0,0,76.05633803,0,50,60,0,100,86.89655172,80,100,66.66666667,100,100
0,100,0,5.925925926,25,0,76.71232877,66.66666667,43.97163121,100,73.25581395,0,0,100,100,100
0,0,0,0,24.67532468,0,84.96240602,0,0,25.6,0,66.66666667,0,66.66666667,100,71.42857143
0,100,0,0,0,44.35483871,100,60,8.461538462,100,65.15151515,0,0,100,100,100
74.55621302,100,0,0,0,97.5,67.36111111,47.2,0,100,38.21656051,80,66.66666667,83.33333333,100,100
77.77777778,0,0,57.14285714,0,0,0,56.68789809,0,0,37.73584906,71.42857143,60,66.66666667,60,71.42857143
60.33519553,100,0,23.125,0,9.036144578,72.67080745,38.62068966,0,100,20.12195122,85.71428571,60,66.66666667,100,100
0,35.48387097,0,55.19480519,0,0,63.90977444,0,35.11450382,0,47.42857143,0,0,66.66666667,50,60
97.05882353,100,0,0,10.71428571,0,29.77099237,100,25.19685039,100,73.33333333,0,75,0,100,100
32.35294118,100,6.134969325,0,22.65625,0,100,20.49180328,0,100,100,100,60,100,100,100
0,100,46.85314685,0,40,52.71317829,50,100,0,100,43.50282486,80,71.42857143,100,100,100
42.85714286,100,31.57894737,0,59.03614458,41.21621622,42.44186047,66.66666667,97.14285714,100,100,83.33333333,0,85.71428571,100,100
57.63888889,100,0,0,0,74.14965986,100,50,4.109589041,100,60,87.5,60,66.66666667,100,100
84.3373494,100,96.77419355,40,2.409638554,7.462686567,19.1011236,66.66666667,0,100,75.35211268,100,0,80,100,100
54.67625899,0,0,51.63398693,0,0,0,0,0,4.615384615,0,0,0,66.66666667,60,80
0,100,46.9273743,0,0,0,66.66666667,66.66666667,12.5,100,38.63636364,100,75,83.33333333,100,100
68.18181818,0,0,66,0,0,0,0,0,0,2.75862069,0,60,75,87.5,80
20,100,0,0,2.325581395,0,64.73988439,59.45945946,0,100,19.18604651,100,60,57.47126437,100,100
0,100,0,0,0,0,84.61538462,0,0,100,75,100,71.42857143,100,100,100
66.4516129,100,0,0,0,48.10126582,60,15.87301587,81.39534884,100,72,0,0,85.71428571,100,100
16.75977654,51.72413793,44.62809917,0,70.68965517,9.210526316,0,0,52.54237288,62.90322581,0,0,77.77777778,71.42857143,100,0
38.65030675,100,0,59.88372093,4.87804878,0,100,100,0,100,57.14285714,85.71428571,50,80,100,100
0,0,0,0,31.57894737,0,0,0,11.42857143,0,0,0,75,100,85.71428571,85.71428571
0,100,0,22.4852071,0,0,25.73099415,82.35294118,6.875,100,66.66666667,100,0,80,100,100
0,100,0,0,0,86.55462185,53.33333333,100,56.17283951,100,65.54054054,0,60,87.5,100,100
6.857142857,66.66666667,0,0,0,0,50,78.03030303,0,0,0,75,60,71.42857143,0,88.88888889
0,100,16.66666667,11.60220994,46.75324675,6.578947368,100,68.79432624,41.84397163,100,66.66666667,85.71428571,0,85.71428571,100,100
0,100,0,0,0,64.1509434,100,100,27.3381295,100,60,100,60,80,100,100
0,100,0,5.063291139,0,58.62068966,100,55.48780488,0,100,100,100,0,0,100,100
14.12429379,0,5.882352941,2.941176471,0,0,0,71.42857143,25,82.70676692,0,66.66666667,60,66.66666667,100,71.42857143
0,0,0,0,0,58.57988166,0,0,0,0,66.15384615,71.42857143,60,60,71.42857143,100
11.88811189,100,38.73239437,0,0,95.97701149,100,79.24528302,0,100,41.01123596,85.71428571,60,0,0,100
6.349206349,42.85714286,0,0,0,0,64.70588235,0,0,0,8.275862069,71.42857143,75,71.42857143,100,100
0,30.90909091,0,0,33.57664234,96,62.18487395,11.03896104,0,30.16759777,0,0,66.66666667,66.66666667,71.42857143,0
0,0,0,12.94964029,30.4964539,0,79.86111111,28,10.22727273,0,0,87.5,0,60,85.71428571,0
0,100,0,34.88372093,0,0,100,61.74496644,97.43589744,100,79.61783439,87.5,60,66.66666667,100,100
56.25,100,0,0,0,0,100,66.66666667,0,100,61.49425287,80,60,66.66666667,50,100
22.61904762,100,0,95.83333333,25.96685083,0,23.02631579,93.24324324,83.08823529,100,100,80,0,0,100,100
0,100,36.57142857,54.01459854,0,0,100,0,51.76470588,100,100,80,60,0,100,100
0,100,0,0,0,0,100,71.42857143,43.02325581,100,66.66666667,100,60,100,50,100
0,100,0,31.06060606,77.96610169,0,60,78.22580645,0,100,52.35294118,75,0,80,66.66666667,100
0,100,61.97183099,25.78125,77.21518987,0,44.375,84.70588235,60,100,50,87.5,0,75,100,100
0,100,38.01652893,0,0,0,100,73.38709677,73.68421053,100,50,100,66.66666667,80,100,100
0,100,0,0,0,37.65432099,37.40458015,45.73643411,0,100,100,0,71.42857143,0,100,100
0,100,0,53.08641975,0,23.96694215,49.30555556,100,60.95890411,100,37.64705882,83.33333333,60,100,100,100
22.14765101,100,0,8.982035928,0,0,72.72727273,37.28813559,5.925925926,100,50,80,75,83.33333333,100,100
8.955223881,100,0,13.38028169,0,0,100,66.66666667,0,100,100,75,0,85.71428571,100,100
60.37735849,100,0,0,0,0,100,55.82822086,69.27710843,100,50,0,60,80,100,100
0,100,27.96610169,0,0,0,100,100,0,100,49.61832061,85.71428571,94.44444444,0,100,100
0,100,0,0,0,32.96089385,100,66.09195402,0,100,41.86046512,66.66666667,50,66.66666667,100,100
0,100,0,0,78.76712329,0,50.3875969,54.54545455,0,100,52.14285714,87.5,0,83.33333333,100,100
0,0,0,0,45.76271186,64.13793103,0,0,81.66666667,0,4.580152672,71.42857143,60,75,87.5,87.5
46.2962963,100,0,39.5480226,0,48.76033058,43.52941176,75.16778523,3.370786517,100,50,100,75,80,100,100
3.278688525,0,0,98.90710383,0,0,5,0,26.19047619,0,46.30872483,60,0,71.42857143,60,71.42857143
0,100,0,0,92.30769231,0,100,100,0,100,100,0,60,83.33333333,100,100
0,100,0,25,3.550295858,0,64.44444444,33.33333333,0,100,54.6961326,100,60,100,100,100
0,100,54.26356589,0,0,48.87640449,100,57.14285714,53.40909091,100,80.62015504,100,0,66.66666667,100,100
57.6,100,0,0,0,19.44444444,45.45454545,19.25465839,0,100,16.05839416,100,60,85.71428571,100,100
0,0,0,0,29.31034483,0,38.27160494,0,30.88235294,0,0,0,87.5,71.42857143,60,83.33333333
0,100,94.44444444,0,0,0,24.26470588,37.95620438,0,100,100,100,0,85.71428571,100,100
78.4,100,64.66666667,0,0,0,100,27.0718232,0,100,50.90909091,75,0,80,100,100
16.96969697,100,0,45,0,0,71.42857143,100,0,100,66.66666667,85.71428571,0,100,100,100
0,100,59.66386555,18.40490798,55.625,0,66.10169492,50,0,100,100,85.71428571,71.42857143,100,100,100
0,100,3.448275862,46.4516129,53.4351145,81.94444444,66.66666667,36.52694611,0,100,52.02312139,100,0,66.66666667,100,100
10.52631579,100,0,0,0,35.7615894,55.05617978,45.66473988,8.928571429,100,100,85.71428571,60,80,100,100
8.26446281,100,0,0,0,0,53.59116022,100,0,100,68.87417219,0,60,75,100,100
0,13.75,0,0,0,4.605263158,63.74269006,21.875,32.18390805,0,0,71.42857143,66.66666667,0,0,87.5
2.941176471,100,0,78.46153846,0,0,71.42857143,55.63380282,53.47222222,100,100,80,0,0,100,100
0,28.22580645,60.78431373,53.67647059,0,0,71.22302158,16.66666667,48.85496183,62.5,65.625,60,0,0,0,87.5
0,0,0,24.09638554,0,0,9.259259259,0,0,12.41830065,31.51515152,60,0,66.66666667,71.42857143,0
0,100,42.85714286,0,0,55.37190083,32.22222222,100,66,100,24,66.66666667,0,80,100,100
0,0,0,0,0,0,0,90.44585987,25.1572327,0,43.50282486,60,60,71.42857143,60,75
0,100,28.57142857,0,0,0,46.62162162,100,0,100,73.86363636,83.33333333,0,100,100,100
0,100,43.64640884,0,0,0,8.045977011,89.47368421,75.16339869,100,40.12738854,100,75,92.30769231,100,100
0,100,0,0,14.28571429,0,68.38709677,100,20,100,100,100,83.33333333,87.5,0,100
0,0,7.692307692,0,0,57.23684211,0,80.3030303,35.02824859,0,44.89795918,71.42857143,66.66666667,75,60,85.71428571
25,100,0,50,0,42.30769231,22.08588957,50,36.11111111,100,100,66.66666667,60,100,100,100
5.952380952,100,0,0,1.840490798,18.91891892,71.42857143,60,55.42168675,100,71.59090909,100,71.42857143,100,100,100
21.875,0,9.039548023,0,0,0,0,0,62.5,0,84.82758621,60,66.66666667,0,0,60
80.67226891,100,0,97.5,0,0,60,24.06015038,4.109589041,100,74.16666667,100,66.66666667,0,100,100
0,0,3.867403315,0,13.15789474,0,0,0,3.896103896,0,81.57894737,60,66.66666667,0,83.33333333,0
0,100,0,0,46.45669291,0,36.84210526,66.66666667,9.714285714,100,100,0,60,83.33333333,100,100
0,100,0,47.05882353,23.57142857,16.88311688,44.53125,100,76.92307692,100,50,85.71428571,94.11764706,62.93706294,100,100
0,100,0,35.13513514,38.73239437,0,100,53.02013423,22.78481013,100,0,100,71.42857143,100,100,100
37.5,100,0,32.09876543,0,76.47058824,71.42857143,100,18.82352941,100,36.25730994,66.66666667,71.42857143,66.66666667,100,100
0,100,0,11.61290323,0,0,79.72027972,46.9273743,28,100,28.35820896,66.66666667,0,0,100,100
0,100,47.97687861,0,0,0,82.66666667,56.12903226,0,100,25.19685039,0,0,80,100,100
23.80952381,0,0,0,0,0,0,0,43.52941176,60.74074074,73.33333333,0,0,0,0,83.33333333
0,100,6.993006993,0,0,0,78.65853659,58.98876404,71.42857143,100,59.35483871,66.66666667,66.66666667,87.5,100,100
0,0,21.05263158,9.202453988,0,0,0,66.91729323,25,0,0,66.66666667,0,60,0,80
0,100,0,57.37704918,0,8.823529412,79.85611511,100,18.33333333,100,100,100,75,0,100,100
0,100,33.33333333,0,4.109589041,52.38095238,0,75,0,100,72.06703911,66.66666667,60,85.71428571,100,100
32.63888889,100,0,22.88135593,0,31.61764706,100,65.85365854,0,100,66.66666667,100,71.42857143,75,100,100
66.47398844,0,61.11111111,0,4.571428571,0,9.696969697,0,0,4.958677686,49.29577465,66.66666667,0,71.42857143,60,75
0,100,0,11.39240506,0,91.30434783,100,100,0,100,60,60,60,80,100,100
0,0,54.88721805,0,98.75,0,0,0,77.6119403,44.44444444,37.57575758,0,60,100,80,100
59.375,100,0,0,0,0,32.67973856,100,0,100,54.23728814,100,66.66666667,0,0,100
0,100,0,0,0,57.14285714,70.58823529,70.77922078,16.37426901,100,50,100,0,100,100,100
0,0,0,0,0,0,0,77.69230769,57.02479339,0,3.636363636,71.42857143,60,71.42857143,80,0
0,100,90.78947368,60.77348066,0,0,78.91156463,16.66666667,79.24528302,100,65.68047337,80,71.42857143,66.66666667,100,100
0,100,34.72222222,0,0,0,56.94444444,71.33757962,19.28571429,100,80.25477707,100,60,61.78343949,100,100
50,100,0,0,0,26.06060606,62.8742515,51.53374233,0,100,56.21301775,100,0,87.5,100,100
0,0,0,0,29.19708029,75,0,0,0,0,0,0,60,71.42857143,100,60
0,62.5,49.0797546,25,0,0,0,4.597701149,0,60.84337349,0,71.42857143,75,0,0,0
0,100,0,0,0,0,60,80,0,100,59.86394558,66.66666667,0,100,100,100
0,0,0,0,0,0,0,0,0,20,37.5,60,0,0,75,80
0,18.18181818,4.605263158,3.125,13.44537815,0,0,0,60,35.94771242,66.39344262,0,75,0,100,0
0,0,0,2.873563218,0,0,7.751937984,15.02890173,0,40.94488189,5.325443787,60,75,60,0,60
0,100,97.22222222,0,0,70.25316456,100,79.66101695,0,100,69.03225806,100,0,85.71428571,100,100
0,100,0,0,31.74603175,0,69.32515337,0,18.24324324,100,78.04878049,80,60,80,100,100
62.5,100,0,0,0,0,32.29813665,73.23943662,0,100,100,100,0,75,100,100
0,100,0,0,52.2875817,0,60,50,0,100,60,87.5,0,87.5,100,100
0,100,0,0,28.09917355,0,44.04761905,25,36.58536585,100,72.61904762,0,0,80,100,100
31.69014085,100,0,95,0,0,42.07317073,67.94871795,19.07514451,100,100,80,50,100,100,100
0,100,0,94.44444444,0,28.57142857,75.86206897,56.75675676,0,100,72.22222222,0,60,0,100,100
50.31446541,100,0,0,0,0,100,72.44094488,0,100,50,100,75,0,100,100
0,100,0,0,97.14285714,75,100,100,0,100,67.51592357,75,100,100,100,100
0,100,0,0,0,20,100,65.03496503,0,100,51.67785235,75,60,80,100,100
0,100,35.54216867,0,0,19.8757764,0,22.66666667,93.5483871,100,71.32352941,100,0,100,0,100
0,100,0,0,0,0,86.50306748,0,40.8839779,100,100,100,60,75,100,100
0,100,76.8,0,13.33333333,0,100,58.82352941,22.53521127,100,65.29411765,83.33333333,60,87.5,100,100
0,100,0,0,0,0,36.15384615,84.39716312,0,100,100,100,71.42857143,66.66666667,100,100
35.59322034,100,0,0,45.98540146,0,50.57471264,28.17679558,0,100,100,75,0,87.5,66.66666667,100
0,100,0,0,0,0,100,100,0,100,57.57575758,83.33333333,0,75,100,100
20,24.82758621,0,39.3258427,31.28834356,0,61.18421053,52.34899329,0,25,37.79527559,60,0,75,0,66.66666667
0,100,0,3.496503497,0,40.33149171,100,56.30252101,0,100,100,83.33333333,60,75,100,100
50,51.14942529,15.68627451,0,72.02380952,0,90.28571429,0,0,67.40740741,51.14503817,66.66666667,60,75,0,100
0,100,0,73.68421053,56.80473373,0,50,71.50837989,0,100,66.94915254,100,60,75,100,100
0,100,0,0,0,67.5,62.4,60,49.3902439,100,80,100,71.42857143,100,100,100
0,100,0,0,0,0,100,100,0,100,46.875,100,0,66.66666667,100,100
77.77777778,100,52.97619048,4.046242775,6.666666667,0,100,50.80645161,0,100,66.66666667,100,0,66.66666667,100,100
0,0,0,0,0,0,0,42.5,0,51.74825175,0,60,71.42857143,0,50,60
6.12244898,100,0,31.42857143,11.11111111,52.79503106,100,100,2.53164557,100,77.51937984,80,75,87.5,100,100
8.536585366,100,52.51396648,0,0,0,44.60431655,66.66666667,0,100,55.26315789,100,60,75,100,100
62.29508197,100,0,0,0,0,72.98850575,14.28571429,0,100,66.66666667,85.71428571,71.42857143,100,100,100
51.92307692,100,0,0,0,4.117647059,66.66666667,0,27.22222222,100,54.65838509,80,0,100,100,100
96.42857143,100,0,0,0,0,100,66.66666667,24,100,100,75,66.66666667,85.71428571,100,100
49.05660377,100,34.07407407,0,54.28571429,43.75,100,47.16981132,0,100,33.33333333,87.5,0,80,50,100
0,100,24.65753425,3.361344538,0,0,53.06122449,100,97.2972973,100,75.55555556,80,100,100,100,100
0,0,10.25641026,0,0,32.25806452,10.11235955,39.30635838,31.57894737,69.16666667,40.6779661,66.66666667,0,75,60,66.66666667
0,100,0,0,0,70.46979866,71.42857143,100,64.07185629,100,100,85.71428571,0,80,100,100
31.84357542,0,15.85365854,71.53846154,0,0,5.084745763,0,0,54.59770115,0,75,0,0,60,0
0,0,0,21.31147541,0,0,0,0,0,8.333333333,41.84397163,0,100,71.42857143,71.42857143,60
65.64417178,100,0,0,31.91489362,0,50,82.63888889,82.85714286,100,13.95348837,75,0,83.33333333,100,100
42.51968504,32.75862069,4.761904762,0,3.496503497,71.42857143,53.52941176,0,0,35.92814371,18.54304636,66.66666667,97.36842105,0,75,60
43.37349398,100,27.48538012,97.14285714,0,53.5483871,73.10344828,55.70469799,0,100,60,85.71428571,0,80,100,100
0,100,0,35.26011561,0,0,60,100,78.70967742,100,79.16666667,75,0,100,100,100
0,100,45.50898204,0,48.5915493,0,100,44.21768707,73.22834646,100,29.23976608,85.71428571,60,80,100,100
0,0,0,23.03370787,0,0,0,22.92993631,65.60509554,0,19.10828025,100,71.42857143,66.66666667,0,60
0,100,0,18.6440678,29.13385827,0,64.17910448,74.19354839,0,100,53.78151261,0,0,100,0,100
0,100,99.43181818,24.48979592,0,0,0,100,0,100,79.61783439,83.33333333,0,85.71428571,100,100
0,0,0,18.51851852,0,92.30769231,0,96.96969697,11.57024793,0,87.5,66.66666667,60,0,71.42857143,0
0,100,0,16.75977654,0,0,100,100,0,100,73.33333333,83.33333333,66.66666667,0,100,100
0,6.097560976,0,15.6626506,47.96747967,33.33333333,32.57575758,0,54.91803279,10.97560976,0,75,0,71.42857143,100,60
